id,code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
14534,MFB,,Monfort Airport,"0.6228313",-69.7486638,472,,America/Bogota,MFB,CO,Monfort,,,AP
14535,MFC,FXMF,Mafeteng Airport,-29.75,27.3,5419,,Africa/Maseru,MFC,LS,Mafeteng,Mafeteng,,AP
14536,MFD,KMFD,Mansfield Lahm Regional Airport,40.82,-82.51278,1269,http://www.ci.mansfield.oh.us/index.php/lahm-airport,America/New_York,MFD,US,Mansfield,Ohio,Richland County,AP
14537,MFE,KMFE,McAllen Miller International Airport,26.17627985,-98.23960548288598,85,,America/Chicago,MFE,US,Mc Allen,Texas,Hidalgo County,AP
14538,MFF,FOOD,Moanda Airport,-1.5279430999999999,13.253905585719252,1883,,Africa/Libreville,MFF,GA,Moanda,Haut-Ogooue,,AP
14539,MFG,OPMF,Muzaffarabad Airport,34.36667,73.46667,2253,,Asia/Karachi,MFG,PK,Muzaffarabad,Azad Kashmir,,AP
14540,MFH,67L,Mesquite International Airport,36.8344446,-114.05602110333419,1912,http://www.cityofmesquite.com/457/Airport-Mesquite-Metro-Airport,America/Los_Angeles,MFH,US,Mesquite,Nevada,Clark County,AP
14541,MFI,KMFI,Marshfield Municipal Airport,44.63389,-90.18667,1236,,America/Chicago,MFI,US,Marshfield,Wisconsin,Wood County,AP
14542,MFJ,NFMO,Moala Airport,-18.5634988,179.9493282,26,,Pacific/Fiji,MFJ,FJ,Moala,,,AP
14543,MFK,RCMT,Matsu Beigan Airport,26.166668,119.916664,"0",http://www.tsa.gov.tw/tsaMFK/en/page.aspx?id=1174,Asia/Taipei,MFK,TW,Beigan Island,Fukien,Lienchiang,AP
14544,MFL,YWDV,Mount Full Stop Airport,-19.666668,144.9,1843,,Australia/Brisbane,MFL,AU,Wando Vale,,,AP
14545,MFM,VMMC,Macau International Airport,22.149929,113.58936073979396,"0",http://www.macau-airport.gov.mo/en/index.php,Asia/Macau,MFM,MO,Macau,,,AP
14546,MFN,NZMF,Milford Sound Airport,-44.67391965,167.92485953395476,869,,Pacific/Auckland,MFN,NZ,Queenstown,,,AP
14547,MFO,AYNG,Manguna Airport,-5.57744085,151.79214334828256,173,,Pacific/Port_Moresby,MFO,PG,Manguna,,,AP
14548,MFP,YMCR,Manners Creek Airport,-22.09844175,137.98517638728612,656,,Australia/Darwin,MFP,AU,,,,AP
14549,MFQ,DRRM,Maradi Airport,13.50119435,7.124447553561355,1181,,Africa/Niamey,MFQ,NE,Maradi,Maradi,,AP
14550,MFR,KMFR,Rogue Valley International Medford Airport,42.3727441,-122.87342921752662,1282,,America/Los_Angeles,MFR,US,Medford,Oregon,Jackson County,AP
14551,MFS,SKMF,Miraflores Airport,5.166667,-73.25,10387,,America/Bogota,MFS,CO,Miraflores,Boyaca,,AP
14552,MFT,,Machu Picchu,-13.116667,-72.566666,9767,,America/Lima,MFT,PE,Machu Pichu,Cusco,Provincia de La Convencion,AP
14553,MFU,FLMF,Mfuwe Airport,-13.25844945,31.942546721089855,1820,,Africa/Lusaka,MFU,ZM,Mfuwe,Eastern,,AP
14554,MFV,KMFV,Accomack County Airport,37.64691175,-75.76022473099388,49,http://www.co.accomack.va.us/departments/airport,America/New_York,MFV,US,Melfa,Virginia,Accomack County,AP
14555,MFW,,Magaruque,-21.972221,35.591667,"0",,Africa/Maputo,MFW,MZ,,,,AP
14556,MFX,LFKX,MÃ©ribel Altiport,45.407949900000006,6.57733888687692,5534,,Europe/Paris,MFX,FR,MoÃ»tiers,Rhone-Alpes,Departement de la Savoie,AP
14557,MFY,,Mayfa'ah,13.666667,46.00833,2755,,Asia/Aden,MFY,YE,Al Wuday`,Abyan,Al Wade'a,AP
14558,MFZ,AYES,Meselia Airport,-6.133333,149.11667,49,,Pacific/Port_Moresby,MFZ,PG,Demgulu,,,AP
14559,MGA,MNMG,Augusto C. Sandino (Managua) International Airport,12.141385,-86.16885964895833,157,,America/Managua,MGA,NI,Managua,Managua,,AP
14560,MGB,YMTG,Mount Gambier Airport,-37.74632345,140.78467447439613,137,,Australia/Adelaide,MGB,AU,Mount Gambier,South Australia,Mount Gambier,AP
14561,MGC,KMGC,Michigan City Municipal Airport,41.7030963,-86.8214164,636,http://www.emichigancity.com/cityhall/departments/airport/index.htm,America/Chicago,MGC,US,Michigan City,Indiana,LaPorte County,AP
14562,MGD,SLMG,Magdalena Airport,-13.325278,-64.124725,459,,America/La_Paz,MGD,BO,Magdalena,,,AP
14563,MGE,KMGE,Dobbins Air Reserve Base,33.916668,-84.51667,994,http://www.dobbins.afrc.af.mil/,America/New_York,MGE,US,Marietta,,,AP
14564,MGF,SBMG,Regional de MaringÃ¡ - SÃ­lvio Name JÃºnior Airport,-23.383612,-51.933334,1594,,America/Sao_Paulo,MGF,BR,MaringÃ¡,Parana,Maringa,AP
14565,MGG,,Margarima,-6.033333,143.36667,6725,,Pacific/Port_Moresby,MGG,PG,,,,AP
14566,MGH,FAMG,Margate Airport,-30.916668,30.25,734,,Africa/Johannesburg,MGH,ZA,Margate,KwaZulu-Natal,Ugu District Municipality,AP
14567,MGI,,National Wildlife Refuge Airport,28.25,-96.5,"0",,America/Chicago,MGI,US,Port O'Connor,Texas,Calhoun County,AP
14568,MGJ,KMGJ,Orange County Airport,41.516666,-74.26667,344,http://www.orangecountygov.com/content/124/1354/default.aspx,America/New_York,MGJ,US,Montgomery,New York,Orange County,AP
14569,MGK,VYMT,Mong Tong Airport,20.2966995,98.8989029,1578,,Asia/Rangoon,MGK,MM,Mong Tong,,,AP
14570,MGL,EDLN,MÃ¶nchengladbach Airport,51.35278,6.544444,91,,Europe/Berlin,DUS,DE,MÃ¶nchengladbach,North Rhine-Westphalia,Regierungsbezirk Dusseldorf,AP
14571,MGM,KMGM,Montgomery Regional (Dannelly Field) Airport,32.29656065,-86.39039567484974,121,http://www.flymgm.com/,America/Chicago,MGM,US,Montgomery,,,AP
14572,MGN,SKMG,Baracoa Airport,9.288056,-74.845,157,,America/Bogota,MGN,CO,MaganguÃ©,Bolivar,,AP
14573,MGO,,Manega,-1.733333,10.216667,157,,Africa/Libreville,MGO,GA,Fougamou,Ngounie,,AP
14574,MGP,,Manga Airport,-4.033333,152.96666,"0",,Pacific/Port_Moresby,MGP,PG,Manga Mission,,,AP
14575,MGQ,HCMM,Aden Adde International Airport,2.0140883,45.304041242825505,19,,Africa/Mogadishu,MGQ,SO,Mogadishu,Banaadir,,AP
14576,MGR,KMGR,Moultrie Municipal Airport,31.0833651,-83.8042272,255,http://www.moultriega.com/?page_id=38,America/New_York,MGR,US,Moultrie,,,AP
14577,MGS,NCMG,Mangaia Island Airport,-21.933332,-157.93333,505,,Pacific/Rarotonga,MGS,CK,Mangaia Island,,,AP
14578,MGT,YMGB,Milingimbi Airport,-12.095758,134.8950872773013,45,,Australia/Darwin,MGT,AU,Milingimbi Island,,,AP
14579,MGU,VYMN,Manaung Airport,18.958332,93.73889,"0",,Asia/Rangoon,MGU,MM,Manaung,Rakhine,,AP
14580,MGV,YMGR,Margaret River (Station) Airport,-18.616667,126.86667,875,,Australia/Perth,MGV,AU,,,,AP
14581,MGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.642776,-79.91583,1181,,America/New_York,MGW,US,Morgantown,West Virginia,Monongalia County,AP
14582,MGX,FOGI,Moabi Airport,-2.25,"11.0",1059,,Africa/Libreville,MGX,GA,Moabi,,,AP
14583,MGY,KMGY,Dayton-Wright Brothers Airport,39.933334,-84.25444,938,http://www.flydayton.com/?page=wright-brothers-airport-2,America/New_York,DAY,US,Dayton,Ohio,Montgomery County,AP
14584,MGZ,VYME,Myeik Airport,12.4397928,98.62146561643826,36,,Asia/Rangoon,MGZ,MM,Mkeik,Tanintharyi,,AP
14585,MHA,SYMD,Mahdia Airport,5.27323,-59.14942234096078,282,,America/Guyana,MHA,GY,Mahdia,,,AP
14586,MHB,,Mechanics Bay Heliport,-36.845,174.78473,42,,Pacific/Auckland,AKL,NZ,,,,AP
14587,MHC,SCPQ,Mocopulli Airport,-42.341692,-73.71585344124517,544,,America/Santiago,WCA,CL,Dalcahue,,,AP
14588,MHD,OIMM,Mashhad International Airport,36.23409075,59.641866810223185,3248,,Asia/Tehran,MHD,IR,Mashhad,Razavi Khorasan,,AP
14589,MHE,KMHE,Mitchell Municipal Airport,43.775276,-98.038055,1312,http://www.cityofmitchell.org/index.asp?SEC=0E5EB6F8-1E38-48AD-8D27-2CDD01C4E949&Type=B_BASIC,America/Chicago,MHE,US,Mitchell,South Dakota,Davison County,AP
14590,MHF,,Morichal Airport,2.15,-70.583336,672,,America/Bogota,MHF,CO,Morichal,,,AP
14591,MHG,EDFM,Mannheim-City Airport,49.474830499999996,8.516259421778319,282,http://www.flugplatz-mannheim.de/,Europe/Berlin,MHG,DE,Mannheim,Baden-Wuerttemberg,Karlsruhe Region,AP
14592,MHH,MYAM,Leonard M Thompson International Airport,26.5113679,-77.08448974519862,22,,America/Nassau,MHH,BS,Marsh Harbour,Central Abaco,,AP
14593,MHI,HDMO,Moucha Airport,"11.0","43.0",1302,,Africa/Djibouti,MHI,DJ,Moucha Island,Ali Sabieh,,AP
14594,MHK,KMHK,Manhattan Regional Airport,39.13875695,-96.66961330206684,1046,,America/Chicago,MHK,US,Manhattan,Kansas,Riley County,AP
14595,MHL,KMHL,Marshall Memorial Municipal Airport,39.11667,-93.2,790,http://www.marshall-mo.com/cm_airport.html,America/Chicago,MHL,US,Marshall,Missouri,Saline County,AP
14596,MHM,,Manaoba Airport,63.869167,-152.28583,606,,America/Anchorage,MHM,US,Manaoba,,,AP
14597,MHN,,Hooker County Airport,42.0421657,-101.058808,3211,,America/Denver,MHN,US,Mullen,Nebraska,Hooker County,AP
14598,MHO,YMHO,Mount House Airport,-17.133333,125.76667,872,,Australia/Perth,MHO,AU,,,,AP
14599,MHP,UMMM,Minsk International 1,53.85,27.55,770,,Europe/Minsk,MSQ,BY,Syenitsa,Minsk,,AP
14600,MHQ,EFMA,Mariehamn Airport,60.121504650000006,19.896907611281204,45,http://www.finavia.fi/en/mariehamn/,Europe/Mariehamn,MHQ,AX,Mariehamn,Mariehamns stad,Mariehamn,AP
14601,MHR,KMHR,Sacramento Mather Airport,38.55531,-121.29721,85,http://www.sacramento.aero/mhr/,America/Los_Angeles,SAC,US,Sacramento,,,AP
14602,MHS,KMHS,Dunsmuir Muni-Mott Airport,41.316666,-122.316666,3572,,America/Los_Angeles,MHS,US,Dunsmuir,California,Siskiyou County,AP
14603,MHT,KMHT,Manchester-Boston Regional Airport,42.93066555,-71.43882646608829,203,,America/New_York,MHT,US,Manchester,New Hampshire,Hillsborough County,AP
14604,MHU,YHOT,Mount Hotham Airport,-36.966667,147.18333,5013,,Australia/Melbourne,MHU,AU,Mount Hotham,Victoria,Alpine,AP
14605,MHV,KMHV,Mojave Airport,35.066666,-118.15,2765,,America/Los_Angeles,MHV,US,Mojave,California,Kern County,AP
14606,MHW,SLAG,Monteagudo Airport,-19.8280344,-63.95953403125852,3681,,America/La_Paz,MHW,BO,El BaÃ±ado,Chuquisaca,,AP
14607,MHX,NCMH,Manihiki Island Airport,-10.37867795,-161.000703305665,13,,Pacific/Rarotonga,MHX,CK,Manihiki Island,,,AP
14608,MHY,AYEH,Morehead Airport,-8.7140625,141.64384120183462,42,,Pacific/Port_Moresby,MHY,PG,Morehead,,,AP
14609,MHZ,EGUN,RAF Mildenhall,52.36667,"0.483333",26,http://www.mildenhall.af.mil/,Europe/London,MHZ,GB,Mildenhall,England,Suffolk,AP
14610,MIA,KMIA,Miami International Airport,25.7949789,-80.28672341095405,45,http://www.miami-airport.com/,America/New_York,MIA,US,Miami,Florida,Miami-Dade County,AP
14611,MIB,KMIB,Minot Air Force Base,48.233334,-101.3,1591,http://www.minot.af.mil/,America/Chicago,MOT,US,Minot,,,AP
14612,MIC,,Crystal Airport,45.06193745,-93.352502343064,839,,America/Chicago,MSP,US,Brooklyn Center,Minnesota,Hennepin County,AP
14613,MID,MMMD,Aeropuerto Internacional Manuel Crescencio RejÃ³n,20.9246449,-89.65927789055651,88,,America/Merida,MID,MX,MÃ©rida,Yucatan,,AP
14614,MIE,KMIE,Delaware County Johnson Field,40.239723,-85.39445,928,,America/Indiana/Indianapolis,MIE,US,Muncie,Indiana,Delaware County,AP
14615,MIF,E01,Roy Hurd Memorial Airport,31.6,-102.9,2618,http://www.cityofmonahans.org/index.asp?SEC=63860F5B-0F7B-4986-B494-851041B4C76D&Type=B_BASIC,America/Chicago,MIF,US,Monahans,Texas,Ward County,AP
14616,MIG,ZUMY,Mianyang Nanjiao Airport,31.43111,104.73805,1666,,Asia/Shanghai,MIG,CN,Mianyang,Sichuan,,AP
14617,MIH,YMIP,Mitchell Plateau Airport,-26.483334,147.96666,1069,,Australia/Perth,MIH,AU,Mitchell Plateau,,,AP
14618,MII,SBML,Frank Miloye Milenkowichiâ€“MarÃ­lia State Airport,-22.2,-49.933334,2014,,America/Sao_Paulo,MII,BR,MarÃ­lia,Sao Paulo,Marilia,AP
14619,MIJ,MLIP,Mili Island Airport,6.083333,171.75,"0",,Pacific/Majuro,MIJ,MH,Mili Island,Mili Atoll,,AP
14620,MIK,EFMI,Mikkeli Airport,61.6869526,27.20252705452367,278,http://www.mikkelinlentoasema.fi/en/,Europe/Helsinki,MIK,FI,Mikkeli,Southern Savonia,Mikkeli,AP
14621,MIM,YMER,Merimbula Airport,-36.90783335,149.901582526423,22,,Australia/Sydney,MIM,AU,Merimbula,New South Wales,Bega Valley,AP
14622,MIN,YMPA,Minnipa Airport,-32.833332,134.83333,328,,Australia/Adelaide,MIN,AU,,South Australia,Streaky Bay,AP
14623,MIO,,Miami Municipal Airport,36.88333,-94.9,807,,America/Chicago,MIO,US,Miami,Oklahoma,Ottawa County,AP
14624,MIP,LLRM,Ramon Air Base,30.6,34.8,2158,,Asia/Jerusalem,MIP,IL,Beersheba,Southern District,,AP
14625,MIQ,,Millard Airport,41.301945,-95.89445,1013,,America/Chicago,OMA,US,Omaha,,,AP
14626,MIR,DTMB,Monastir Habib Bourguiba International Airport,35.76108,10.753155,29,,Africa/Tunis,MIR,TN,Monastir,Al Munastir,,AP
14627,MIS,AYMS,Misima Island Airport,-10.5,152.84166,"0",,Pacific/Port_Moresby,MIS,PG,Misima Island,,,AP
14628,MIT,KMIT,Shafter Airport - Minter Field,35.5,-119.26667,337,,America/Los_Angeles,MIT,US,Shafter,California,Kern County,AP
14629,MIU,DNMA,Maiduguri International Airport,11.85667135,13.085247833739285,1053,http://www.faannigeria.org/nigeria-airport.php?airport=14,Africa/Lagos,MIU,NG,Maiduguri,Borno,,AP
14630,MIV,KMIV,Millville Municipal Airport,39.3688419,-75.0718554,75,,America/New_York,MIV,US,Millville,New Jersey,Cumberland County,AP
14631,MIW,,Marshalltown Municipal Airport,42.166668,-92.916664,1003,,America/Chicago,MIW,US,Conrad,Iowa,Grundy County,AP
14632,MIX,,Miriti Parana Airport,-6.25,"-59.0",501,,America/Bogota,MIX,CO,MiritÃ­-ParanÃ¡,,,AP
14633,MIY,YMTA,Mittebah Airport,-18.81,137.08,869,,Australia/Darwin,MIY,AU,,,,AP
14634,MIZ,,Mainoru Airstrip,"-14.0",134.1,419,,Australia/Darwin,MIZ,AU,Mainoru,,,AP
14635,MJA,FMSJ,Manja Airport,-21.4262066,44.3165182,761,,Indian/Antananarivo,MJA,MG,Manja,,,AP
14636,MJB,,Mejit Atoll Airport,10.283333,170.88333,"0",,Pacific/Majuro,MJB,MH,Mejit Atoll,Mejit Island,,AP
14637,MJC,DIMN,Man Airport,7.381667,-7.528333,1082,,Africa/Abidjan,MJC,CI,Man,Dix-Huit Montagnes,,AP
14638,MJD,OPMJ,Moenjodaro Airport,27.334915350000003,68.14136891196353,147,,Asia/Karachi,MJD,PK,Moenjodaro,Sindh,,AP
14639,MJE,,Majkin Airport,"9.0","170.0","0",,Pacific/Majuro,MJE,MH,Majkin,,,AP
14640,MJF,ENMS,"MosjÃ¸en Airport, KjÃ¦rstad",65.78439,13.218328,177,https://avinor.no/en/airport/mosjoen-airport/,Europe/Oslo,MJF,NO,MosjÃ¸en,Nordland,Vefsn,AP
14641,MJG,,Mayajigua Airport,21.758333,"-79.0",167,,America/Havana,MJG,CU,Mayajigua,Ciego de Avila,,AP
14642,MJI,HLLM,Mitiga International Airport,32.89722,13.277778,26,,Africa/Tripoli,TIP,LY,Tripoli,Tripoli,,AP
14643,MJJ,,Moki Airport,-5.7,145.25,4520,,Pacific/Port_Moresby,MJJ,PG,Moki,,,AP
14644,MJK,YSHK,Shark Bay Airport,-25.8975961,113.57594702287881,200,,Australia/Perth,MJK,AU,Denham,,,AP
14645,MJL,FOGM,Mouilla Ville Airport,-1.817778,10.924167,351,,Africa/Libreville,MJL,GA,Mouila,Ngounie,,AP
14646,MJM,FZWA,Mbuji Mayi Airport,-6.15,23.633333,1817,,Africa/Lubumbashi,MJM,CD,Mbuji Mayi,Kasai-Oriental,,AP
14647,MJN,FMNM,Amborovy Airport,-15.6669088,46.350321848635154,39,,Indian/Antananarivo,MJN,MG,Mahajanga,Boeny,,AP
14648,MJO,FYME,Mount Etjo Airport,-21.0238747,16.4469806,5006,,Africa/Windhoek,MJO,NA,Mount Etjo Safari Lodge,,,AP
14649,MJP,YMJM,Manjimup Airport,-34.2635031,116.1368076,882,http://www.manjimupwa.com,Australia/Perth,MJP,AU,Manjimup,Western Australia,Manjimup,AP
14650,MJQ,,Jackson Municipal Airport,43.61667,-95.01667,1433,,America/Chicago,MJQ,US,Jackson,Minnesota,Jackson County,AP
14651,MJR,SAEM,Miramar Airport,-38.25,-57.833332,19,,America/Argentina/Buenos_Aires,MJR,AR,Miramar,Buenos Aires,,AP
14652,MJS,,Maganja da Costa Airport,-25.35,32.22,272,,Africa/Maputo,MJS,MZ,Maganja,Maputo,,AP
14653,MJT,LGMT,Mytilene International Airport,39.057918,26.599060222770895,26,,Europe/Athens,MJT,GR,Mytilene,North Aegean,Nomos Lesvou,AP
14654,MJU,WAWJ,Tampa Padang Airport,-2.5,118.833336,"0",,Asia/Makassar,MJU,ID,Mamuju-Celebes Island,Sulawesi Barat,,AP
14655,MJV,LELC,San Javier Airport,37.77661405,-0.817794776107736,32,,Europe/Madrid,MJV,ES,San Javier,Murcia,Murcia,AP
14656,MJW,FVMH,Mahenye Airport,-21.2302956,32.3334757,875,,Africa/Harare,MJW,ZW,Gonarezhou National Park,Masvingo,,AP
14657,MJX,KMJX,Ocean County Airport,39.966667,-74.2,49,http://www.planning.co.ocean.nj.us/rjmiller/index.htm,America/New_York,MJX,US,Toms River,New Jersey,Ocean County,AP
14658,MJY,,Motygino Airport,-2.73333,103.5670013,75,,Asia/Jakarta,MJY,ID,Mangungaya-Sumatra Island,South Sumatra,,AP
14659,MJZ,UERR,Mirny Airport,62.533333,114.03333,1243,,Asia/Yakutsk,MJZ,RU,Mirny,Sakha,,AP
14660,MKA,LKMR,Miller Municipal Airport,49.983334,12.716667,2398,,Europe/Prague,MKA,CZ,MariÃ¡nskÃ© LÃ¡znÄ›,Karlovarsky,Okres Cheb,AP
14661,MKB,FOOE,Mekambo Airport,1.05,13.833333,1601,,Africa/Libreville,MKB,GA,Mekambo,,,AP
14662,MKC,KMKC,Charles B. Wheeler Downtown Airport,39.12417015,-94.59283934048761,754,,America/Chicago,MKC,US,Kansas City,Missouri,Jackson County,AP
14663,MKE,KMKE,General Mitchell International Airport,42.946542300000004,-87.89722765596173,679,http://www.mitchellairport.com,America/Chicago,MKE,US,Milwaukee,Wisconsin,Milwaukee County,AP
14664,MKG,KMKG,Muskegon County Airport,43.1703365,-86.2370531,613,,America/Detroit,MKG,US,Muskegon,Michigan,Muskegon County,AP
14665,MKH,FXMK,Mokhotlong Airport,-29.166668,29.166668,9379,,Africa/Maseru,MKH,LS,Mokhotlong,,,AP
14666,MKI,FEGE,M'Boki Airport,5.316667,25.95,1965,,Africa/Bangui,MKI,CF,Mboki,Haut-Mbomou,,AP
14667,MKJ,FCOM,Makoua Airport,-0.0199679,15.5803939,1243,,Africa/Brazzaville,MKJ,CG,Makoua,Cuvette,,AP
14668,MKK,PHMK,Molokai Airport,21.15264475,-157.09621613900626,459,,Pacific/Honolulu,MKK,US,Kaunakakai,Hawaii,Maui County,AP
14669,MKL,KMKL,McKellar-Sipes Regional Airport,35.6014507,-88.9161165,426,http://mckellarsipes.com/,America/Chicago,MKL,US,Jackson,Tennessee,Madison County,AP
14670,MKM,WBGK,Mukah Airport,2.8821367,112.04408780641342,49,,Asia/Kuching,MKM,MY,Mukah,,,AP
14671,MKN,AYMV,Malekolon Airport,-4.016667,153.675,65,,Pacific/Port_Moresby,MKN,PG,Babase Island,,,AP
14672,MKO,,Muskogee-Davis Regional Airport,35.65580455,-95.35837984300065,587,,America/Chicago,MKO,US,Muskogee,Oklahoma,Muskogee County,AP
14673,MKP,NTGM,Makemo Airport,-16.5839005,-143.6580048,19,,Pacific/Tahiti,MKP,PF,,,,AP
14674,MKQ,WAKK,Mopah International Airport,-8.516667,140.5,49,,Asia/Jayapura,MKQ,ID,Merauke-Papua Island,,,AP
14675,MKR,YMEK,Meekatharra Airport,-26.617335,118.55059893170588,1696,,Australia/Perth,MKR,AU,,,,AP
14676,MKS,HAMA,Mekane Selam Airport,11.683333,38.15,9734,,Africa/Addis_Ababa,MKS,ET,Mekane Selam,Amhara,,AP
14677,MKT,,Mankato Regional Airport,44.22361,-93.918335,918,,America/Chicago,MKT,US,Eagle Lake,Minnesota,Blue Earth County,AP
14678,MKU,FOOK,Makokou Airport,"0.57961795",12.89079014893444,1679,,Africa/Libreville,MKU,GA,Makokou,Ogooue-Ivindo,,AP
14679,MKV,YMVG,Mt Cavenagh,-25.966667,133.25,1686,,Australia/Darwin,MKV,AU,,,,AP
14680,MKW,WAUU,Rendani Airport,-0.89156245,134.04910556479345,42,,Asia/Jayapura,MKW,ID,Manokwari-Papua Island,West Papua,,AP
14681,MKY,YBMK,Mackay Airport,-21.1701961,149.18020182420713,32,http://www.mackayairport.com.au/,Australia/Brisbane,MKY,AU,Mackay,Queensland,Mackay,AP
14682,MKZ,WMKM,Malacca International Airport,2.2649362999999996,102.25118690241379,98,,Asia/Kuala_Lumpur,MKZ,MY,Malacca,Melaka,,AP
14683,MLA,LMML,Malta International Airport,35.84739655,14.492295178989536,183,http://www.maltairport.com/en/home.htm,Europe/Malta,MLA,MT,Valletta,Luqa,,AP
14684,MLB,KMLB,Melbourne Orlando International Airport,28.1027201,-80.64815801235798,49,,America/New_York,MLB,US,Melbourne,Florida,Brevard County,AP
14685,MLC,KMLC,Mc Alester Regional Airport,34.8852967,-95.7859407,754,,America/Chicago,MLC,US,Mc Alester,Oklahoma,Pittsburg County,AP
14686,MLD,,Malad City Airport,42.2,-112.45,7244,,America/Boise,MLD,US,Malad City,Idaho,Oneida County,AP
14687,MLE,VRMM,MalÃ© International Airport,4.1961894,73.5301041555218,"0",http://www.airports.com.mv/,Indian/Maldives,MLE,MV,MalÃ©,Maale,,AP
14688,MLF,,Milford Municipal-Ben and Judy Briscoe Field,38.433334,-113.01667,5013,,America/Denver,MLF,US,Milford,Utah,Beaver County,AP
14689,MLG,WARA,Abdul Rachman Saleh Airport,-7.93032505,112.7132740940317,1725,,Asia/Jakarta,MLG,ID,Malang-Java Island,East Java,,AP
14690,MLH,,EuroAirport Basel-Mulhouse-Freiburg,47.603236949999996,7.52434812773247,853,,Europe/Zurich,EAP,CH,Hesingue,Alsace,Departement du Haut-Rhin,AP
14691,MLI,KMLI,Quad City International Airport,41.44772135,-90.51146650735623,564,,America/Chicago,MLI,US,Moline,Illinois,Rock Island County,AP
14692,MLJ,,Baldwin County Regional Airport,33.083332,-83.23333,367,,America/New_York,MLJ,US,Milledgeville,Georgia,Baldwin County,AP
14693,MLK,M75,Malta Airport,48.494415,-107.9095,2654,,America/Denver,MLK,US,Malta,Montana,Phillips County,AP
14694,MLL,PADM,Marshall Don Hunter Sr Airport,61.8658239,-162.0320792,45,,America/Anchorage,MLL,US,Marshall,,,AP
14695,MLM,MMMM,General Francisco J. Mujica International Airport,19.84351,-101.02693,6046,,America/Mexico_City,MLM,MX,Morelia,Michoacan,,AP
14696,MLN,GEML,Melilla Airport,35.2800282,-2.9577403946686074,137,,Africa/Ceuta,MLN,ES,Melilla,Melilla,Melilla,AP
14697,MLO,LGML,Milos Airport,36.69699755,24.47603314456758,19,,Europe/Athens,MLO,GR,Milos Island,South Aegean,Nomos Kykladon,AP
14698,MLP,RPMM,Malabang Airport,7.6172392,124.05814682949386,32,,Asia/Manila,MLP,PH,Malabang,Autonomous Region in Muslim Mindanao,Province of Lanao del Sur,AP
14699,MLQ,AYMP,Malalaua Airport,-7.991667,146.085,144,,Pacific/Port_Moresby,MLQ,PG,Malalaua,,,AP
14700,MLR,YMCT,Millicent Airport,-37.483334,140.01666,"0",,Australia/Adelaide,MLR,AU,Millicent,South Australia,Wattle Range,AP
14701,MLS,KMLS,Miles City Airport - Frank Wiley Field,46.430557,-105.880554,2657,,America/Denver,MLS,US,Miles City,Montana,Custer County,AP
14702,MLT,,Millinocket Municipal Airport,45.6478685,-68.69098380008309,370,,America/New_York,MLT,US,Millinocket,Maine,Penobscot County,AP
14703,MLU,KMLU,Monroe Regional Airport,32.5111077,-92.0384615,72,,America/Chicago,MLU,US,Monroe,Louisiana,Ouachita Parish,AP
14704,MLV,YMEU,Merluna Airport,-13.016667,142.98334,442,,Australia/Brisbane,MLV,AU,Merluna,,,AP
14705,MLW,GLMR,Spriggs Payne Airport,6.289444,-10.758333,39,,Africa/Monrovia,MLW,LR,Monrovia,Montserrado,,AP
14706,MLX,LTAT,Malatya ErhaÃ§ Airport,38.354443,38.253613,3008,,Europe/Istanbul,MLX,TR,Malatya,Malatya,,AP
14707,MLY,PAML,Manley Hot Springs Airport,64.98933120000001,-150.64647805048224,301,,America/Anchorage,MLY,US,Manley Hot Springs,,,AP
14708,MLZ,SUMO,Cerro Largo International Airport,-32.33858835,-54.21795722761725,311,,America/Montevideo,MLZ,UY,Melo,Cerro Largo,,AP
14709,MMA,,MalmÃ¶ Bulltofta Airport,55.605,13.059722,16,,Europe/Stockholm,MMA,DK,Arloev,Skane,Burlovs Kommun,AP
14710,MMB,RJCM,Memanbetsu Airport,43.88265885,144.16144903777698,75,,Asia/Tokyo,MMB,JP,ÅŒzora,Hokkaido,,AP
14711,MMC,MMDM,Aeropuerto de Ciudad Mante,22.833332,"-99.0",206,,America/Monterrey,MMC,MX,Ciudad Mante,Tamaulipas,,AP
14712,MMD,ROMD,Minamidaito Airport,25.841389,131.24722,22,,Asia/Tokyo,MMD,JP,MinamidaitÅ,,,AP
14713,MME,EGNV,Teesside International Airport,54.50941065,-1.4247903167173146,88,http://www.durhamteesvalleyairport.com/,Europe/London,MME,GB,Durham,England,Darlington,AP
14714,MMF,FKKF,Mamfe Airport,5.7049093,9.3063685,370,,Africa/Douala,MMF,CM,Mamfe,South-West Province,,AP
14715,MMG,YMOG,Mount Magnet Airport,-28.108109,117.8362348155679,1371,,Australia/Perth,MMG,AU,,,,AP
14716,MMH,KMMH,Mammoth Yosemite Airport,37.6271234,-118.8414903,7103,,America/Los_Angeles,MMH,US,Mammoth Lakes,California,Mono County,AP
14717,MMI,KMMI,McMinn County Airport,35.52303,-84.6757,853,http://www.mcminncountytn.gov/airport/airport.html,America/New_York,MMI,US,Athens,Tennessee,Meigs County,AP
14718,MMJ,RJAF,Shinshu-Matsumoto Airport,36.233334,137.96666,1932,http://www.matsumoto-airport.co.jp/,Asia/Tokyo,MMJ,JP,Matsumoto,Nagano,,AP
